Business Name,Address,Phone,Services / Products,Website,Minority Type,Status,Kentucky Based
"LECGI, Inc.","13113 Eastpoint Park Blvd, Suite D, Louisville, KY, 40223",502-425-1647,"Provide structural engineering consulting service, including commercial building and industrial facility structural design",http://www.lecgi.us,Minority-Owned (general),Active,Yes
"LEDAMARK, Inc.","N/A, Stanton, KY, N/A",402-250-9033,"Installation of equipment - pallet rods, security cages and storage containers, pumps, motors, exhaust fans, flag poles, key/cone locks",,Women-Owned,No Website,Yes
"LEGACY GROUP ALPHA, LLC","7414 Hidden Creek Drive, Charlotte, NC, 28214",(980) 346-3360,"BROKER: 425120 - Specializing in electric charging stations, solar panels and electric vehicles (cars, buses)",https://www.tlg-alpha.tech,Black-Owned,Inactive,No
"LEGEND PAINTING, INC.","403 Tenney Avenue, Campbell, OH, 44405",(330) 953-3264 Fax: (330) 953-1035,"Related Services: 238320 – Painting and Wall Covering Contractors – Specializing in Coating Structural Steel; and 238390 – Other Building Finishing Contractors – Specializing in Concrete Sealing

Prequalified: Bridge Painting - Level B",https://www.legend@legendpainting.net,Women-Owned,Active,No
"LESLIE SAUNDERS INSURANCE AGENCY, INC.","4584 North Rancho Drive, Las Vegas, NV, 89130",(702) 646-2082 Fax: (702) 648-6591,"Concessionaire: 524210 – Specializing in Insurance Agencies and Insurance Brokerages; 524298 – Specializing in Insurance actuarial services, Insurance coverage consulting services, Insurance loss prevention services, Insurance rate making services, and Insurance reporting services; 541612 – Speciali",https://www.lesliesaunders.com,Black-Owned,Active,No
"LESTAR MINERAL DEVELOPMENT, INC.","868 Floyd Drive, Suite 100, Lexington, KY, 40505",(859) 687-9250 or (859) 608-9926 Fax: (859) 253-1036,"Material Supplier/BROKER: 423510 – Metal Service Centers and Other Metal Merchant Wholesalers; 424720 - Specializing as a material supplier of oil, petroleum, merchant wholesalers (except bulk stations, terminals); and petroleum and petroleum products merchant wholesalers (except bulk stations, term",https://N/A,Black-Owned,Inactive,Yes
"LINDA F. SUMPTER, CPA, PSC","910 Blackberry Road, Inez, KY, 41224",(606) 298-4189 Fax (606) 298-5982,"Related Services: 541211 - Specializing as certified public for Accountants’ (i.e., CPAs) offices, Accountants’ (i.e., CPAs) private practices, Accounting (i.e., CPAs) services, Certified accountants’ offices, Certified public accountants’ offices, CPAs’ (certified public accountants) offices, Publi",https://www.lindasumptercpa.com,Women-Owned,Inactive,Yes
"LJH Infinity Realtors, Inc.","1608 W. Broadway, Suite 102, Louisville, KY, 40203",502-968-9088,Real estate sales and services.;,http://ljhinfinityrealtors.com,Minority-Owned (general),Active,Yes
LMCC SPECIALTY CONTRACTORS d/b/a MIMS CONSTRUCTION COMPANY,"PO Box 681554, Orlando, FL, 32868",(407) 298-6936 Fax: (407) 290-1217,"Related Services: 236220 - Specializing in construction management; 238110 - Specializing in Concrete finishing, Concrete pouring, Concrete pumping (i.e., placement), Footing and foundation concrete contractors, Foundation contractors, and Retaining wall construction; 238140 - Specializing in Concre",https://www.mimsconstruction.com,"Black-Owned, Women-Owned",Active,No
"LMH Accounting & Consulting, LLC","N/A, Louisville, KY, N/A",502-996-7150,"Accounting services, auditing, payroll, taxation, financial statement preparation, bookkeeping, fraud investigation, forensic accounting",https://www.LMHAccounting.com,"Minority-Owned (general), Women-Owned",Active,Yes
"LONGHOUSE INVENTORY SOLUTIONS, LLC","PO Box 1212 (M), Claremore, OK, 74018",(918) 342-3127 Fax: (918) 342-2423,"Concessionaire: 332439 – Specializing in Containers, light gauge metal (except cans), manufacturing; 423990 – Specializing as a Regular Dealer of general merchandise, durable goods, merchant wholesalers; safety deposit boxes merchant wholesalers; safety device (e.g., eye shields, face shields) merch",https://www.lisstore.com,"Native American-Owned, Women-Owned",Inactive,No
"LOWERS WELDING & FABRICATION, INC.","PO Box 2985, Santa Fe Springs, CA, 90670",(562) 946-4521 Fax: (562) 903-0116,"Related Services: 238120 - Specializing in Erecting structural steel; Iron work, structural, contractors; Reinforcing steel contractors; Structural steel erecting or iron work contractors; 238990 - Specializing in Patio construction; Shoring, construction; 332312 - Specializing in Concrete reinforci",https://www.lowerswelding.com,Women-Owned,Active,No
"LUCID LOGISTICS, LLC","10 Clusters Court, Suite B, Columbia, SC, 29210",(803) 422-1519 or (803) 261-3754,Concessionaire: 425120 - Specializing as Petroleum brokers,https://www.lucid2020.com,Black-Owned,Active,No
LUMENOR CONSULTING GROUP,"11475 Great Oaks Way, Suite 240, Alpharetta, GA, 30022",(470) 747-7946 or (404) 918-9078 or (334) 207-0049  Fax: (404) 348-4829,Related Services: 541360 – Specializing in Aerial geophysical surveying services; and Geophysical Mapping Services; 541370 – Surveying and Mapping (except Geophysical) Services – Specializing in Aerial surveying (except geophysical) services; Cadastral surveying services; Geographic information syst,https://www.lumenorconsulting.com,Women-Owned,Inactive,No
LVR International,"1950 E. Greyhound Pass 18 #123, Carmel, IN, 46033",888-471-4777,"Parking Strategic Planning and Design Consulting; Management- Operations-Audit Consulting; Park and Rides- Shuttle Buses Planning and Audits; Transportation and Land-Use Consulting, Public Outreach and Marketing; Policies and Procedures Development; Staff Training;",http://www.lvrintl.com,Minority-Owned (general),Active,No
Laekin Group Inc.,"139 Betty Lou Street, Pleasureville, KY, 40057",502-417-3046,Provide construction Materials & Services.,http://laekin-group-llc.business.site,Minority-Owned (general),Inactive,Yes
"Landmark Construction, LLC","N/A, Hazard, KY, N/A",606-216-1485,"Excavation, Dirt Hauling, Walls/Bridges, Concrete",https://www.landmarkconstruct.com,Women-Owned,Active,Yes
"Landscaper's Corner, Inc.","N/A, Lexington, KY, N/A",859-225-9433,"Landscape supply company include mulches, decorative gravels, soil amendments, grass seed, vegetable seed, straw, pine straw, tools, and natural stone",,Women-Owned,No Website,Yes
"LeGrande Technical and Social Services, LLC","7579 Venture Drive, Alexandria, VA, 22315",703-344-1819,90103 Communications Consultant; 90902 Information Systems; 90903 Telecommunications; 90148 INFORMATION TECHNOLOGY RECRUITING (MBEC),http://thedigitaldecision.com,Minority-Owned (general),Active,No
"Leadership Bridges, LLC","N/A, Erlanger, KY, N/A",859-582-5603,"Business consulting for government and nonprofit organizations in strategic planning, governance, leadership coaching and development, teambuilding, organizational design, and strategic alliances",https://www.leadershipbridges.com,Women-Owned,Active,Yes
"Lee Computers, LLC","5625 N German Church Rd, Indianapolis, IN, 46235",317-829-0457,"Lee Infinite Solutions is a technology company that specializes Network cabling, Security Cameras, Access Control, Audio and VoIP Phone Systems",http://www.leecomp.net,Minority-Owned (general),Active,No
"Legacy Title Company, LLC","1301 Clear Springs Trace, Suite 200, Louisville, KY, 40223",502-400-5550,"Prepare and Perform Real Estate Title, Closing & Escrow Services, and Provide Legal Services",http://www.legacytitlecompany.com,Women-Owned,Active,Yes
"Lifestone Dynamic, LLC","8503 Bayou Way, Louisville, KY, 40202",502-797-3022,"General, Remodeling, Wall covering;",http://www.lifestonedynamic.com,Minority-Owned (general),Inactive,Yes
Lift Up Tumbling and Nutrition,"3810 N. Kercheval Drive, Indianapolis, IN, 46226",317-801-4596,"Fitness instruction, personal training, and nutrition",https://www.golutan.com/,Minority-Owned (general),Active,No
Lightly LLC,"12310 Brightfield Drive, Louisville, KY, 40243",502-644-7084,Electrical Contractor,,Minority-Owned (general),No Website,Yes
"Lincoln Manufacturing USA, LLC","N/A, Stanford, KY, N/A",606-365-3016,"Metal stamping facility with the capability to manufacture a wide range of parts from simple stampings to close tolerance critical parts; as well as, projection welding, grinding & lathe operations; our largest volume types of parts supplies to our different customers are transmission parts; tier 2 ",https://www.lincolnmfg.com,Minority-Owned (general),Active,Yes
"Linda F. Sumpter, CPA, PSC","N/A, Inez, KY, N/A",606-298-4189,"Full accounting, bookkeeping and payroll services, tax preparation, budget preparation, and billing services",,Women-Owned,No Website,Yes
"Little Creek Construction, Inc.","N/A, Greenup, KY, N/A",606-473-6296,"Installation of rural water lines by trenching and additional bores, and underground utilities",,Women-Owned,No Website,Yes
Logsdon Endeavors LLC,"1948 Gardiner Lane, Louisville, KY, 40205",502-594-5109,Sign Language Interpreting and Referral Service,http://www.aslinterpretingservices.com,Women-Owned,Active,Yes
"Longevity Power Wash, LLC","N/A, Louisville, KY, N/A",502-276-6309,"Truck washing, residential and commercial power washing, fuel station and restaurant cleaning, graffiti removal, waste water recovery systems",https://www.longevitypowerwash.com,Minority-Owned (general),Active,Yes
Lorie Gutierrez,"3432 Alvin Drive, Jeffersonville, IN, 47130",502-356-4166,"Interpretation, Translation, Transcription",,Women-Owned,No Website,No
Louisville Outdoor Turf Products LLC,"13005 Middletown Industrial Boulevard, Suite E, Louisville, KY, 40223",502-742-0114,"We sell outdoor power equipment, parts, accessories and service including snow plows and salt spreaders.",http://www.louisvilleotp.com,Women-Owned,Active,Yes
"Louisville Outdoor Turf Products, LLC","N/A, Louisville, KY, N/A",502-742-0114,"Outdoor power equipment, parts, accessories and service, including snow plows and salt spreaders",https://www.louisvilleotp.com,Women-Owned,Active,Yes
"Loveday Consulting, LLC","N/A, Lexington, KY, N/A",859-248-5434,Grant writing and environmental review completions for federally funded projects,,Women-Owned,No Website,Yes
"M & M MANUFACTURING, INC.","709 Sportsman Lake Road, Franklin, KY, 42134",(270) 586-8208 Fax: (270) 586-6424,"Related Services: 332312 - Specializing in fabricated structural metal manufacturing and structural steel, fabricated, manufacturing; 332322 - Specializing in sheet metal work (except stampings), manufacturing and troughs, elevator, sheet metal (except stampings), manufacturing; and 332323 - Special",https://www.m-mmanufacturing.com,Women-Owned,Active,Yes
"M&M Finishing, LLC","N/A, Walton, KY, N/A",859-485-1100,Application of metal & ceramic coating to industrial components,https://www.mandmfinishing.com,Women-Owned,Active,Yes
"MACKEY GROUP, LLC d/b/a WISER STRATEGIES","108 Esplanade, Suite 240, Lexington, KY, 40507",(859) 227-8850 or (859) 269-0123,"Related Services: 512110 – Specializing in commercials, television, production; film studios producing films; Instructional video production; motion picture and video production; motion picture production; television commercial production; video production; video production and distribution; 541430 ",https://www.wiserstrategies.com,Women-Owned,Active,Yes
"MAIN LINE XPRESS, LLC","3300 Ruckriegel Pkwy., Suite 108, Louisville, KY, 40299-3788",(502) 314-5824 or (502) 614-6753 Fax: 502-709-4974,"Related Services: 484121 – Specializing in General freight trucking, long-distance, truckload (TL) and Trucking, general freight, long-distance, truckload (TL) and 484122 – Specializing in General freight trucking, long-distance, less-than-truckload (TL), LTL (less-than-truckload) long-distance frei",https://www.mainlinexpress.com,Black-Owned,Inactive,Yes
"MALHOTRA INVESTMENTS, INC.","2205 W. 136th Avenue, #106221, Broomfield, CO, 80020",(818) 430-0395,"Concessionaire: 722513 – Specializing in Fast food restaurants and Sub shops, limited service; and 722515 – Snack and Nonalcoholic Beverage Bars",https://N/A,Asian-Owned,Inactive,No
"MARAYE DESIGN STUDIO, LLC","3000 E. Main Street, Suite 170, Columbus, OH, 43209",(614) 231-3082 or (614) 565-4246,Related Services: 541410 - Specializing in Interior decorating consulting services; Interior design consulting services; Interior design services,https://www.maraye.com,"Black-Owned, Women-Owned",Active,No
"MARINE SOLUTIONS, INC.","225 Industry Parkway, Nicholasville, KY, 40356",(859) 260-1055 Fax: (859) 554-4100,"Related Services: 237310 - Specializing in Abutment construction, Bridge approach construction, Bridge construction, Causeway construction, and Repair, highway, road, street, bridge or airport runway; 237990 - Specializing in Breakwater construction, Caisson (i.e., marine or pneumatic structures) co",https://www.MSImarinesolutions.com,Women-Owned,Active,Yes
"MARR ARNOLD PLANNING, LLC","1328 California Ave., Ames, IA, 50014",(513) 255-4123 or (515) 231-0344,Related Services: 541611 - Specializing in General management consulting; Site selection consulting; and Strategic planning consulting; and 541614 - Specializing in Transportation management consulting services,https://www.marrarnoldplanning.com,Women-Owned,Active,No
MARY A. LYNCH,"5719 Overridge Drive, Arlington, TX, 76017-1139",(817) 478-3308,"Consultant: 488119 - Specializing in airport consulting services; 488190 - Specializing in airport consulting services; 
541611 – Specializing in administrative management consulting services; financial management consulting (except investment advice) services; general management consulting services",https://N/A,Women-Owned,Inactive,No
"MBE Contracting & Supply, LLC","3303 Industrial Parkway, Jeffersonville, IN, 47130",502-509-4649,"Water, Sewage and Other Systems; Active NAICS 23 Construction ; Active NAICS 23891 Site Preparation Contractors ; Active NAICS 4842 Specialized Freight Trucking",,Minority-Owned (general),No Website,No
"MBJ CONSULTANTS, INC.","30 W. Third Street, 4th Floor Mezzanine, Cincinnati, OH, 45206",(513) 631-9600 Fax: (513) 631-9613,Related Services: 236210 –  Specializing in Industrial building (except warehouses) construction; 236220 – Specializing in Commercial building construction general contractors and Institutional building construction general contractors; and 541611 - Specializing in construction management,https://www.mbjconsultants.com,Black-Owned,Active,No
"MELSHIRE DFW, L.P. d/b/a NATALIE'S CANDY JAR","12770 Coit Road, Suite 840, Dallas, TX, 75251",(469) 677-5240 Fax: (214) 572-7299,"Concessionaire: 445292 - Specializing in candy stores, packaged, retailing only; confectionery stores, packaged, retailing only; and nut (i.e., packaged) stores; and 459420 - Specializing in Gift, novelty and souvenir stores",https://www.nataliescandy.com,"Latino-Owned, Women-Owned",Active,No
"MESSIER & ASSOCIATES, INC.","1505 Fabricon Blvd., Jeffersonville, IN, 47130",(502) 515-2451 Fax: (502) 213-9040,"Related Services: 237310 - Specializing in Airport runway construction; Asphalt paving (i.e., highway, road, street, public sidewalk); Bridge approach construction; Bridge construction; Causeway construction; Concrete paving (i.e., highway, road, street, public sidewalk); Construction management, hi",https://www.messainc.com,Latino-Owned,Active,No
"METRIC ENVIRONMENTAL, LLC","6958 Hillsdale Court, Indianapolis, IN, 46250",(317) 400-1633 Fax: (855) 808-8227,Related Services: 541330 - Specializing in Environmental engineering services and Erosion control engineering services; 541620 - Specializing in Ecological restoration consulting services; Environmental consulting services; Environmental reclamation planning services; Sanitation consulting services;,https://www.metricenv.com,Black-Owned,Active,No
"METRO FENCE INDUSTRIES, INC.","4521 Bishop Lane, Louisville, KY, 40220",(502) 458-8701,"Related Services: 237310 – Specializing in guardrail construction and sign erection, highway, road, street, or bridge; 238990 – Specializing in chain link installation; fence installation (Except electronic containment fencing for pets); fencing contractors (except electronic containment fencing for",https://www.metrofenceinc.com,Black-Owned,Active,Yes
"MICK-MURF CONSTRUCTION, INC.","2212 Ken Bale Blvd., Suite 100, Bowling Green, KY, 42103",(270) 843-2216  Fax: (270) 843-6914,"Related Services: 237310 - Specializing in Bridge approach construction; Bridge construction; Bridge decking construction; Concrete paving (i.e., highway, road, street, public sidewalk); Culverts, highway, road and street, construction; Curbs and street gutters, highway, road and street, constructio",https://N/A,Women-Owned,Inactive,Yes
MID ATLANTIC MAINTENANCE CORPORATION,"PO Box 3405, Parkersburg, WV, 26103-3405",(304) 210-8568 Fax: (304) 489-7210,"Related Services: 237310 - Specializing in airport runway line painting, guardrail construction, highway line painting, streets, and bridges, painting traffic lanes or parking lots, parking lot marking and line painting, pavement for highway, road, street, bridge or airport runway construction, repa",https://N/A,Women-Owned,Inactive,No
"MINDPOWER ENTERPRISES, LLC d/b/a MY PARTS EXPRESS","PO Box 15624, Cincinnati, OH, 45215",(513) 967-4063 or (513) 967-9010 Fax: (513) 521-0644,Related Services: BROKER - 425120 - Wholesale Trade Agents and Brokers,https://www.mypartsexpress.com,Black-Owned,Active,No
"MMN Consulting, LLC","N/A, Louisville, KY, N/A",502-767-6970,"Provides assistance and support for government procurement related business development including market analysis; strategic planning, capture planning, socio-economic certifications, capability statements, proposal development or review, small business subcontract plan development, implementation &",https://www.mmnconsulting.com,Women-Owned,Inactive,Yes
"MNC Brokerage, Inc.","N/A, Covington, KY, N/A",859-356-0102,Acquire equipment to move product from customer warehouse make delivery & pick-up appointments,,Women-Owned,No Website,Yes
"MODERN FIRE & SECURITY SYSTEMS, INC. d/b/a MFSS CONTRACTING, INC.","20 Stevens Street SW, Grand Rapids, MI, 49507",(616) 243-9771 or (616) 293-1034 Fax: (616) 243-9741,"Related Services: 236220 - Specializing in Commercial building construction; 561210 - Specializing in support services for Facilities (except computer operation), Government base operation, and Military base; and 561621 - Specializing in monitoring services combined with sales, installation, and rep",https://www.modernfireandsecurity.com,Black-Owned,Active,No
"MOORE ACCOUNTING, LLC","9465 Counselors Row, STE 200, INDIANAPOLIS, IN, 46240",317-805-4834,Accounting,http://www.mooreacctg.com,Women-Owned,Active,No
"MOORE PROCESSING AND MANAGEMENT SERVICES, LLC","9300 Shelbyville Road, Suite 609, Louisville, KY, 40222",(502) 345-8166 or (502) 638-8064 Fax: (502) 245-3663,Concessionaire:541614 - Specializing in inventory planning and control management consulting services and production planning and control consulting services,https://N/A,"Black-Owned, Women-Owned",Inactive,Yes
"MORGAN SECURITY SERVICES, LLC","10200 Forest Green Blvd., Unit 112, Louisville, KY, 40223",(502) 689-2234 Fax: (502) 618-1454,"Related Services: 561612 - Specializing in Guard services, Parking security services, Private police services, Property protection services, Security guard services, Security patrol services",https://www.morganprotectionusa.com,Black-Owned,Active,Yes
"MY CITY TRANSPORTATION, INC.","17421 S. Miles Road, Cleveland, OH, 44128",(216) 591-1900,"BROKER: 423120 – Specializing as a merchant wholesaler of Aftermarket parts, automotive, Auto body shop supplies, Automobile accessories (except tires, tubes), Automobile glass, Automobile service station equipment, Automotive brakes, Automotive parts, new, Automotive stampings, Balancing equipment,",https://www.MyCityTransportation.com,Black-Owned,Active,No
"Make It Plain Consulting, LLC","N/A, Cincinnati, OH, N/A",513-421-2300,"Human resources, economic inclusion, workforce training, performance coaching",https://www.mipcllc.com,Minority-Owned (general),Active,No
"Mamula Contracting, LLC","N/A, Warren, OH, N/A",330-240-8007,General contracting and construction materials,,Women-Owned,No Website,No
Mann's Moving LLC,"3600 Chamberlain Ln, STE 226, Louisville, KY, 40241",502-373-0005,Delivery and Moving freight with the Louisville Area.,http://mannsmoving.com,Minority-Owned (general),Inactive,Yes
Mansa Construction LLC,"12123 Shelbyville Road, Suite 100 #112, Louisville, KY, 40243",502-467-2288,Construction Management firm specializing in commercial and residential renovations.;,http://www.mansaconstruction.com,Minority-Owned (general),Active,Yes
Maraye Design Studio,"N/A, Columbus, OH, N/A",614-231-3082,Interior design services & furniture sales,https://www.maraye.com,"Minority-Owned (general), Women-Owned",Active,No
Martin Construction Co,"1207 Durrett Ln, Louisville, KY, 40213",502-375-3701,"Prime Contractor, Design, Build;",http://www.martinconstruction,Minority-Owned (general),Inactive,Yes
"Mary's Cleaning Service, LLC","N/A, Lexington, KY, N/A",859-270-9509,"Cleans commercial buildings, floor car, general & deep cleaning",,"Minority-Owned (general), Women-Owned",No Website,Yes
"Mastin Construction, Inc.","N/A, Cynthiana, KY, N/A",513-582-1629,"General construction, demolition, street sweeping, vacuum trucks, environmental services, facility maintenance, and hydroseeding",https://www.mastinconstruction.com,Women-Owned,Active,Yes
"Matrix Integration, LLC","N/A, Jasper, IN, N/A",812-481-5072,"IT consulting, data center, networking, computing, collaboration, managed services, and procurement of equipment",https://matrixintegration.com/,Women-Owned,Active,No
"Maynard & Mitchell Interiors, Inc.","N/A, Louisville, KY, N/A",502-384-8109,"Commercial drywall, acoustical ceilings, metal stud framing, door frames & hardware EIFS, drywall finishing, cold-formed metal framing, trusses",https://www.mm-interiors.net,Women-Owned,Inactive,Yes
"McBroom Concessions, LLC","4016 Burrell Dr, Louisville, KY, 40216",502-938-8932,Food Concessions,http://www.shavediceking.com,Minority-Owned (general),Active,Yes
McBroom Realty Services,"5454 New Cut Rd, Ste 4, Louisville, KY, 40214",502-938-8932,Broker/Realty Services,http://mcbroomrealty@gmail.com,Minority-Owned (general),Active,Yes
"McCoy Computer Services, LLC","N/A, Frankfort, KY, N/A",502-229-9700,"Remote management monitoring, backup & recovery, managed anti-virus, service desk, exchange email, active directory authentication, VoIP services, monthly Microsoft patching, risk intelligence, technical support services, Microsoft Office, notary services and fingerprinting services",https://www.mccoycomputerservices.com,"Minority-Owned (general), Women-Owned",Inactive,Yes
"McCoy Computer Services, LLC.","1009 Twilight Trail, Building D, Suite 120, Frankfort, KY, 40601",502-517-0440,Refurbished Workstation Supplier; Installation of Networking Cat6 Cabling; Installation and Support of Cloud PBX; Managed Antivirus Software Protection; Managed Full Disk Encryption; Managed Diaster Recovery Backup; Virtual Server; Active Directory Administrator; Workstation Vulnerabilities Risk and,http://https://mccoycomputerservices.com,Minority-Owned (general),Inactive,Yes
"McNary & Associates, LLC","7222 Fox Harbor Road, n/a, Louisville, KY, 40059",502-419-7335,"Samples of recent work:; • Developed federal grants.; • Developed implementation manual.; • Designed community and board of director surveys.; • Survey analysis and creation of survey reports. ; • Secured earned media for several campaigns that included social media, op/eds, and news stories; • Crea",http://mcnarygroup.com,Women-Owned,Active,Yes
"McShane Trucking, LLC","N/A, Dry Ridge, KY, N/A",859-380-7703,"Trucking - hauling rock, Blacktop, Demolition",,Women-Owned,No Website,Yes
MedDrive LLC.,"11807 Allisonville Rd, Fishers, IN, 46038",317-821-7275,medical transportation company,http://themeddrive.com,Minority-Owned (general),Active,No
"Meridian Integrative Wellness, LLC","N/A, Louisville, KY, N/A",502-276-7711,"Holistic practitioners, health and wellness classes and training, nutrition and aromatherapy",http://www.meridianiw.com/,Women-Owned,Inactive,Yes
"Metric Environmental, LLC","6958 Hillsdale Ct, Indianapolis, IN, 46250",317-400-1633,Environmental consulting.,http://www.metricenv.com,Black-Owned,Active,No
"Metro Fence Industries, Inc","4521 Bishop Lane, Louisville, KY, 40218",502-458-8701,"Installation and repair of Fence, Gate, Guardrail, Highway cable barriers,;",http://www.metrofenceinc.com,Minority-Owned (general),Active,Yes
"Metro Technologies, Inc.","N/A, Louisville, KY, N/A",502-442-2496,"Sell, repair/install computer IT products, cell phones",,"Minority-Owned (general), Women-Owned",No Website,Yes
"Millennium Events and Floral,LLC","3104 Preston Hwy, Louisville, KY, 40213",502-618-2525,Event Decor and Design Services,http://milleventsky.com,Women-Owned,Active,Yes
"Miller Consultants, Inc.","N/A, Louisville, KY, N/A",502-452-1751,"Management consulting, Organizational Development Training, Executive Coaching, Organizational Assessments",https://www.millerconsultants.com,Women-Owned,Inactive,Yes
"Mills Supply Co., Inc.","N/A, Louisville, KY, N/A",502-561-0700,"Rebar fabrication, Concrete Reinforcement",https://www.millssupply.net,Women-Owned,Active,Yes
"Mind the Gap Consulting, LLC","N/A, Louisville, KY, N/A",502-641-5164,"Performance coaching, mental skills development, leadership training, and business/executive coaching",https://jwalkr316.wixsite.com/mindthegap,Minority-Owned (general),Active,Yes
"Mindel, Scott & Associates, Inc.","5151 Jefferson Blvd, Louisville, KY, 40219",502-485-1508,"Mindel Scott has provided land planning, surveying, and engineering services to our clients for 27 years. The services we provide cover an array of development projects from both the public and private sector, including multi-family residential (apartments, condos, senior living facilities), single-",http://mindelscott.com,Women-Owned,Active,Yes
"Miss Mow It All, Inc.","N/A, Nicholasville, KY, N/A",859-885-6697,"Professional lawn and landscape services. Design, build and snow removal services",https://www.missmowitall.net,Women-Owned,Active,Yes
"Montenegro Paper, LTD","N/A, Roselle, IL, N/A",630-894-0350,"Provider of paper, packaging & print procurement needs",https://www.montenegro-inc.com,Minority-Owned (general),Active,No
Montrell Partnerships LLC,"8209 Ontario Ln, Indianapolis, IN, 46268",317-407-2600,"Montrell Partnerships LLC has served greater Indiana since 2008. Our goal is to improve the quality of life of our residents by addressing important social and public health issues facing our youth, families, and the general public at large.; Montrell Partnerships, LLC is committed towards improving",http://www.montrellpartnerships.com,Minority-Owned (general),Inactive,No
"MooMoo's House, LLC","3401 Dixie Hwy, Shively, KY, 40216",502-709-4888,We are a licensed child care provider that provide daycare and educational services for children between the ages of 6 weeks and 12 years old.,,Minority-Owned (general),No Website,Yes
"Mooresville Welding, Inc.","220 East Washington Street, Mooresville, IN, 46158",317-831-2265,"Manufacturer of Bridge Expansion Joints, Reinforcing Steel, and Truck Bodies.",http://www.mooresvillewelding.com,Veteran-Owned,Active,No
"Morgan Accounting Services, LLC","N/A, Louisville, KY, N/A",502-821-7509,"Accounting, bookkeeping, consulting & tax services",,Women-Owned,No Website,Yes
"Morgan Security Services, LLC","N/A, Louisville, KY, N/A",502-689-2234,Security services,https://www.morgansecurityllc.com,Black-Owned,Inactive,Yes
"Munson Business Interiors, Inc.","N/A, Louisville, KY, N/A",502-589-1236,"Office furniture sale, space planning, interior design, corporate standard programs, project management, W/H, furniture svc & installation",https://www.mbifurniture.com,Women-Owned,Active,Yes
"N-OVATION TECHNOLOGY GROUP, LLC","10 W. 2nd Street, Suite 2201, Dayton, OH, 45402",(937) 886-4850 or (937) 789-8684 Fax: (937) 885-7208,Related Services: 541512 - Specializing in Computer hardware consulting services or consultants; Computer software consulting services or consultants; Computer systems integration analysis and design services; Computer systems integration design consulting services; Computer systems integrator servi,https://www.n-ovationtech.com,Black-Owned,Active,No
"N. H. STONE, INC.","PO Box 239, Sharpsburg, KY, 40374",(606) 247-2311 or (859) 644-2288 Fax: (606) 247-2153,"Related Services: 237310 - Specializing in Guardrail construction; Highway construction; Road construction; Sign erection, highway, road, street, or bridge

Prequalified: guard rails, fencing, seeding and sodding, pavement markers, signs, traffic control, landscaping, bridges not more than 70' clear",https://N/A,Women-Owned,Inactive,Yes
"NATIONAL CONTRACTING SERVICES, LLC","11501 Plantside Drive, Suite 4, Louisville, KY, 40299-6334",(502) 614-8646 or (502) 500-4480 Fax: (866) 750-1364,"Related Services: 236115 - Specializing in new single-family housing construction (except for-sale builders, 236116 - Specializing in new multifamily housing construction (except for-sale builders), 236118 - Specializing in Addition, alteration and renovation (i.e., construction) for multifamily bui",https://www.ncssuccessllc.com,Latino-Owned,Active,Yes
"NATURAL RENEWABLE INNOVATIONS, INC.","575 Tucker Schoolhouse Road, Madisonville, KY, 42431",(270) 841-0543,"Related Services: 115112 - Specializing in Chemical treatment of soil for crops; Crop spraying; Cultivation services; Pollinating; and Seed bed preparing;  221114 - Specializing in Electric power generation, solar; 541620 - Specializing in Environmental consulting; Environmental reclamation planning",https://N/A,Women-Owned,Inactive,Yes
"NET TANGO, INC","2804 Townepark Way, Suite 100, Louisville, KY, 40243",502-245-1750,"Web site development, web software application development;",http://www.nettango.com,Women-Owned,Active,Yes
"NEW HOUSE CREDIT REPAIR, LLC","1632 Eastern Valley Road, Bessemer, AL, 35022",(205) 826-3382 or (800) 957-5922,"Related Services: 541990 – All Other Professional, Scientific, and Technical Services",https://www.newhousecreditrepair.com,"Black-Owned, Women-Owned",Inactive,No
"NEW TOWNE CONSULTANTS, LLC","4720 Pinewood Road, Louisville, KY, 40218-2932",(502) 931-3638 or (502) 384-2125 Fax: (502) 688-6557,"Related Services: 236220 - Specializing in the addition, alteration and renovation for commercial and institutional buildings, commercial and industrial warehouse, and hotel/motel; Office building construction, and Store construction; 238110 - Specializing in Chimney, concrete, construction, concret",https://www.ntctrafficcontrol.com,Women-Owned,Inactive,Yes
"NEW YORK ICE CREAM, INC.","2 International Plaza, Suite 315, Philadelphia, PA, 19113",(917) 605-1331 Fax: (484) 497-8219,"Concessionaire: 722310 - Specializing in Food service contractors, concession operators (e.g., convention facilities, entertainment facilities, sporting facilities)",https://N/A,Asian-Owned,Inactive,No
"NEWHOUSE & ASSOCIATES, LLC","14152 Jamie Drive, Carmel, IN, 46033",(317) 669-2662,Related Services: 541320 – Specializing in city planning services; industrial land use planning services; land use planning services; 541330 – Specializing in acoustical engineering consulting services; 541611 – Specializing in administrative management consulting services; business management consu,https://N/A,Women-Owned,Inactive,No
"NIE Contracting, LLC","N/A, Bowling Green, KY, N/A",270-779-6519,"Commercial cleaning services for offices, construction sites, schools, warehouses, and residences",http://www.niecontracting.com/,"Minority-Owned (general), Women-Owned",Active,Yes
